Assignment 0:: Hashing,1,Student_101,2014-02-23 16:57:09.961463,"import numpy as np

def analyse_collisions(K, N, L):
    return np.bincount(np.bincount(np.random.random_integers(N, None, K), None, N + 1)[1:], None, L + 1)","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testEmptyBuckets <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testUseNumpy <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testZeroTenOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:40 out of 40 is 100%",100,19,40,40,Ed Balls
Assignment 0:: Hashing,1,Student_102,2014-02-27 20:28:23.439028,"import numpy
def analyse_collisions(K, N, L):
    arr = [0]*N
    for x in xrange(K):
        random_number = numpy.random.random_integers(N)
        arr[random_number-1] = arr[random_number-1] + 1
        
    counts = [0] * (L + 1)
    
    for x in xrange(L+1):
        counts[x] = arr.count(x)
        
    return counts","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testEmptyBuckets <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/time.png"" alt=time> testUseNumpy <a href='#' onclick=""showDialog('It took more then 2.5 seconds to execute this test \n Use numpy to speed up your code. ');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testZeroTenOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:35 out of 40 is 87%",87,3,40,40,Student16
Assignment 0:: Hashing,1,Student_103,2014-03-07 21:18:42.071384,"import numpy

def analyse_collisions(K, N, L): 
    randoms = [0] * N
    randoms = numpy.array(randoms)
    if K == 0:
        return [0]* (L+1)
    if(N<2):
        return [0,1]
    r = numpy.random.randint(1,N, size=K)
    randoms = numpy.bincount(r)
    counts = numpy.bincount(randoms).tolist()
    counts = counts + ([0] * (L+1 -len(counts)))
    return counts","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/failed.png"" alt=failed> testEmptyBuckets <a href='#' onclick=""showDialog('\n 5 random element are distributed over 10 buckets. I would presume that\n        4 < the number of empty buckets < 10. At least 1 bucket should contain more\n        than 0 elements.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testUseNumpy <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/failed.png"" alt=failed> testZeroTenOne <a href='#' onclick=""showDialog('\n If no random numbers are generated all bucket should be empty.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:30 out of 40 is 75%",75,38,40,40,ctrl+alt+delete
Assignment 0:: Hashing,1,Student_104,2014-02-23 14:06:50.960871,"from numpy import *

def analyse_collisions(K,N,L):
    
    Ks=random.randint(N,size=K)

    if(K>0):
        Ns=bincount(Ks,minlength=N)
    else:
        Ns=[0]*N
   
    Ls=bincount(Ns,minlength=L+1)
    return Ls","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testEmptyBuckets <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testUseNumpy <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testZeroTenOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:40 out of 40 is 100%",100,20,40,40,JTL
Assignment 0:: Hashing,1,Student_105,2014-03-05 07:28:49.752239,"from numpy import random,bincount

def analyse_collisions(K, N, L):
	# K = 100 # # Objects
	# N = 1000 # # Buckets
	# L = 5 # Count size
	buckets = [0] * N # # of objects in bucket
	rand_int = random.randint(1, N + 1, K) # Random objects						
	# Count elements in buckets
	for v in rand_int:
		buckets[v-1] += 1

	return bincount(buckets, minlength=L+1)","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testEmptyBuckets <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/time.png"" alt=time> testUseNumpy <a href='#' onclick=""showDialog('It took more then 2.5 seconds to execute this test \n Use numpy to speed up your code. ');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testZeroTenOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:35 out of 40 is 87%",87,12,40,40,Michiel
Assignment 0:: Hashing,1,Student_106,2014-02-15 18:51:10.333572,"import numpy
def analyse_collisions(K, N, L):
    """""" analyse collisions
    K = number of integers
    N = range (1..N inclusive)
    L = return the number of Count(0..L)
    """"""
    buckets = numpy.random.randint(N, size=K)
    number_in_buckets = numpy.bincount(buckets, minlength=N)
    number_of_collisions = numpy.bincount(number_in_buckets, minlength=L+1)
    return number_of_collisions[0:L+1]","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testEmptyBuckets <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testUseNumpy <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testZeroTenOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:40 out of 40 is 100%",100,4,40,40,Mathijs
Assignment 0:: Hashing,1,Student_107,2014-03-04 09:47:01.383855,"from numpy import random

def analyse_collisions(K, N, L):
    randoms = [0]*N
    counts = [0]*(L+1)
    for i in range(K):
        r = random.randint(0,N)
        randoms[r] += 1
    for j in range(L+1):
        counts[j] = randoms.count(j)
    return counts","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testEmptyBuckets <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/time.png"" alt=time> testUseNumpy <a href='#' onclick=""showDialog('It took more then 2.5 seconds to execute this test \n Use numpy to speed up your code. ');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testZeroTenOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:35 out of 40 is 87%",87,19,40,40,peeth
Assignment 0:: Hashing,1,Student_108,2014-02-21 09:10:44.682004,"import numpy as np


def analyse_collisions(K, N, L):
    object_amount = K
    bucket_amount = N
    population_threshold = L
    
    #Creates a list with all the objects, with values that correspond to which bucket the object is assigned to
    objects =  (np.random.random_integers(1,bucket_amount,object_amount))
    
    #Creates a list of buckets, with values that correspond to the amount of objects that each bucket holds
    collisions = np.zeros(bucket_amount)

    Counts = np.zeros(L+1, int)

    
    #populates the list of buckets by iterating over the object list 
    for obj in objects:
        collisions[obj-1] += 1
    
        
    for i in range(L+1):
        for col in collisions:
            if col == i:
                Counts[col] +=1
     
    return Counts
","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testEmptyBuckets <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testUseNumpy <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testZeroTenOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:40 out of 40 is 100%",100,25,40,40,pavlos
Assignment 0:: Hashing,1,Student_109,2014-02-24 20:23:39.686884,"import numpy as np

# K = number of ints
# N = interval 1..N
# L = vector of L+1 counts to return
def analyse_collisions(K, N, L):
    # If you need to know more about arrays, concatenating arrays, 
    # random number generation or numpy you can enroll for the 
    # introduction course.
    counts = [0] * (L + 1)
    if(N!=1):
        randomInts = np.random.randint(1, N, K)
    else:
        randomInts = [1]*K
    occurrences = np.bincount(randomInts, minlength=N+1).tolist()
    return np.bincount(occurrences[1:], minlength=L+1).tolist()","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testEmptyBuckets <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testUseNumpy <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testZeroTenOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:40 out of 40 is 100%",100,19,40,40,Pepijn
Assignment 0:: Hashing,1,Student_110,2014-02-17 22:00:03.844592,"import numpy as np

def analyse_collisions(K, N, L):
    buckets = np.random.random_integers(1, N, K)
    bins = np.bincount(buckets, minlength = N + 1)
    counts = np.bincount(bins[1:], minlength = L + 1)
    return counts[:L + 1]","<img height=""24"" width=""24"" src=""/static/setup.png"" alt=setup> setup <a href='#' onclick=""showDialog('The test environment has been setup.');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testBucketsWithOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testEmptyBuckets <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testOneOneOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testSumIsNum <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testTotalDistribution <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testUseNumpy <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/succes.png"" alt=succes> testZeroTenOne <a href='#' onclick=""showDialog('You passed the test');""> more info ...</a></BR><img height=""24"" width=""24"" src=""/static/score.png"" alt=""score""> Score:40 out of 40 is 100%",100,6,40,40,Ruud
